1,0.9999,0.99993,1.0001,1.0004,1.0008,1.0014,1.0021,1.0029,1.0039,1.0051,1.0064,1.0078,1.0095,1.0113,1.0133,1.0154,1.0178,1.0204,1.0233,1.0263,1.0296,1.0332,1.037,1.0412,1.0456,1.0503,1.0554,1.0609,1.0667,1.0731,1.0796,1.0869,1.0943,1.1027,1.1113,1.1206,1.1307,1.141,1.1524,1.1648,1.1774,1.1904,1.2061,1.2221,1.2382,1.2546,1.2756,1.2969,1.3186,1.3407,1.3634,1.3934,1.4241,1.4555,1.4876,1.5204,1.5551,1.6016,1.6496,1.6989,1.7498,1.8022,1.8561,1.9182,1.99,2.0644,2.1438,2.2327,2.3304,2.4362,2.5522,2.6796,2.8197,2.9744,3.146,3.3379,3.5559,3.8115,4.135,4.6731
1,1,1.0002,1.0005,1.001,1.0015,1.0023,1.0031,1.0042,1.0053,1.0067,1.0081,1.0098,1.0116,1.0137,1.0159,1.0183,1.0209,1.0238,1.0268,1.0302,1.0337,1.0376,1.0418,1.0462,1.051,1.0561,1.0616,1.0675,1.0736,1.0805,1.0874,1.0953,1.1032,1.1121,1.1213,1.1311,1.142,1.1529,1.165,1.1783,1.1917,1.2055,1.2223,1.2392,1.2564,1.2739,1.2963,1.3191,1.3422,1.3658,1.3901,1.4222,1.4551,1.4887,1.5231,1.5584,1.5957,1.6457,1.6974,1.7507,1.8056,1.8623,1.9207,1.9882,2.0662,2.1473,2.2339,2.3312,2.4383,2.5547,2.6824,2.8232,2.9783,3.1501,3.3413,3.5559,3.8006,4.0885,4.4544,5.0672
1,1.0002,1.0005,1.0009,1.0015,1.0022,1.0031,1.0041,1.0053,1.0067,1.0082,1.0099,1.0117,1.0137,1.016,1.0184,1.021,1.0239,1.027,1.0303,1.0339,1.0377,1.0419,1.0463,1.0511,1.0562,1.0616,1.0675,1.0738,1.0803,1.0876,1.095,1.1033,1.1117,1.1212,1.1309,1.1414,1.1529,1.1645,1.1773,1.1913,1.2055,1.2202,1.2379,1.2559,1.2742,1.2927,1.3165,1.3407,1.3653,1.3904,1.4162,1.4504,1.4854,1.5213,1.5581,1.5957,1.6356,1.6893,1.7447,1.8019,1.861,1.922,1.9851,2.0579,2.1424,2.2303,2.3244,2.4303,2.5471,2.6743,2.8142,2.969,3.1399,3.3297,3.5417,3.7803,4.0533,4.3758,4.7876,5.4815
1,1.0003,1.0007,1.0013,1.0021,1.003,1.004,1.0052,1.0065,1.0081,1.0098,1.0116,1.0137,1.0159,1.0184,1.021,1.0239,1.027,1.0303,1.0339,1.0378,1.0419,1.0464,1.0512,1.0563,1.0617,1.0675,1.0738,1.0805,1.0875,1.0952,1.103,1.1119,1.1208,1.1309,1.1413,1.1523,1.1645,1.1768,1.1904,1.2054,1.2204,1.2361,1.2549,1.274,1.2934,1.3132,1.3385,1.3642,1.3905,1.4172,1.4448,1.4813,1.5188,1.5572,1.5966,1.637,1.6799,1.7376,1.7973,1.859,1.9229,1.989,2.0573,2.1365,2.2284,2.3243,2.4271,2.5431,2.6714,2.8115,2.966,3.1373,3.3272,3.5388,3.7758,4.0437,4.3514,4.7165,5.1851,5.9804
1,1.0004,1.0009,1.0016,1.0025,1.0035,1.0046,1.0059,1.0074,1.009,1.0108,1.0128,1.015,1.0174,1.02,1.0227,1.0258,1.029,1.0325,1.0363,1.0403,1.0446,1.0493,1.0542,1.0595,1.0652,1.0712,1.0777,1.0846,1.0918,1.0998,1.1079,1.1171,1.1263,1.1367,1.1474,1.1588,1.1714,1.1841,1.1981,1.2135,1.2291,1.2452,1.2646,1.2843,1.3044,1.3248,1.3508,1.3774,1.4045,1.4322,1.4606,1.4984,1.5372,1.577,1.6177,1.6596,1.7041,1.764,1.826,1.8901,1.9566,2.0253,2.0965,2.1791,2.2751,2.3753,2.4828,2.6044,2.739,2.8861,3.0487,3.2293,3.4297,3.6536,3.9048,4.1893,4.5169,4.9066,5.4082,6.2633
1,1.0005,1.0011,1.0019,1.0028,1.0039,1.0051,1.0065,1.0081,1.0099,1.0118,1.0139,1.0161,1.0186,1.0213,1.0242,1.0274,1.0307,1.0344,1.0382,1.0424,1.0469,1.0516,1.0567,1.0622,1.068,1.0742,1.0809,1.0879,1.0954,1.1035,1.1119,1.1212,1.1307,1.1413,1.1523,1.164,1.1768,1.1898,1.2042,1.2199,1.2359,1.2523,1.2722,1.2924,1.3129,1.3338,1.3604,1.3876,1.4154,1.4437,1.4729,1.5116,1.5513,1.5921,1.634,1.6769,1.7226,1.7841,1.8479,1.9139,1.9823,2.0531,2.1265,2.2116,2.3107,2.4142,2.5254,2.6513,2.7908,2.9434,3.1123,3.3002,3.509,3.7426,4.0051,4.303,4.6467,5.0563,5.5851,6.4895
1,1.0006,1.0013,1.0021,1.0032,1.0043,1.0057,1.0072,1.0088,1.0106,1.0127,1.0149,1.0172,1.0198,1.0226,1.0256,1.0289,1.0324,1.0361,1.0401,1.0444,1.049,1.0539,1.0592,1.0648,1.0708,1.0771,1.0839,1.0912,1.0988,1.1071,1.1157,1.1253,1.1349,1.1458,1.157,1.1689,1.1821,1.1954,1.21,1.2261,1.2424,1.2592,1.2795,1.3001,1.3211,1.3424,1.3697,1.3975,1.4258,1.4548,1.4846,1.5243,1.5649,1.6067,1.6496,1.6936,1.7404,1.8035,1.869,1.9368,2.0071,2.0799,2.1554,2.243,2.3452,2.4519,2.5667,2.6967,2.841,2.9991,3.1742,3.3692,3.5863,3.8295,4.1033,4.4144,4.7741,5.2037,5.7596,6.7136
1,1.0006,1.0014,1.0024,1.0035,1.0048,1.0062,1.0078,1.0096,1.0115,1.0136,1.0159,1.0184,1.0211,1.024,1.0272,1.0306,1.0342,1.038,1.0422,1.0466,1.0514,1.0564,1.0618,1.0676,1.0737,1.0802,1.0872,1.0947,1.1025,1.1111,1.1198,1.1296,1.1395,1.1507,1.1621,1.1744,1.1878,1.2014,1.2164,1.2329,1.2495,1.2668,1.2875,1.3086,1.3301,1.3519,1.3798,1.4083,1.4374,1.4671,1.4977,1.5383,1.58,1.6229,1.6669,1.7121,1.7602,1.8252,1.8926,1.9624,2.0348,2.11,2.1878,2.2784,2.384,2.4945,2.6134,2.7482,2.898,3.0624,3.2447,3.4481,3.6748,3.9291,4.2161,4.5428,4.9213,5.3746,5.9626,6.9757
1,1.0007,1.0016,1.0027,1.0039,1.0053,1.0068,1.0085,1.0104,1.0125,1.0147,1.0172,1.0198,1.0226,1.0257,1.029,1.0325,1.0363,1.0403,1.0446,1.0493,1.0542,1.0594,1.0651,1.071,1.0774,1.0841,1.0914,1.0991,1.1072,1.1161,1.1251,1.1353,1.1455,1.1571,1.1689,1.1815,1.1954,1.2095,1.225,1.242,1.2593,1.2771,1.2986,1.3204,1.3426,1.3653,1.3942,1.4237,1.4539,1.4846,1.5164,1.5586,1.602,1.6466,1.6924,1.7395,1.7897,1.8575,1.9279,2.001,2.0769,2.1556,2.2373,2.3325,2.4437,2.5601,2.6856,2.8282,2.9869,3.1613,3.3552,3.572,3.8141,4.0866,4.3947,4.7466,5.1555,5.6469,6.2869,7.3959
1,1.0008,1.0018,1.003,1.0043,1.0057,1.0074,1.0092,1.0111,1.0133,1.0156,1.0182,1.0209,1.0239,1.0271,1.0305,1.0341,1.038,1.0422,1.0467,1.0514,1.0565,1.0619,1.0677,1.0738,1.0804,1.0873,1.0947,1.1027,1.1109,1.12,1.1293,1.1397,1.1503,1.1621,1.1742,1.1871,1.2014,1.2158,1.2317,1.2491,1.2668,1.2851,1.3071,1.3295,1.3523,1.3755,1.4052,1.4355,1.4664,1.498,1.5307,1.5741,1.6187,1.6646,1.7118,1.7603,1.812,1.8821,1.9548,2.0303,2.1088,2.1903,2.275,2.3737,2.4891,2.6101,2.7407,2.8893,3.055,3.2373,3.4404,3.6677,3.9222,4.2091,4.5342,4.9065,5.3401,5.8626,6.5454,7.7341
1,1.0009,1.002,1.0032,1.0046,1.0061,1.0078,1.0097,1.0118,1.014,1.0165,1.0191,1.0219,1.025,1.0283,1.0318,1.0355,1.0395,1.0438,1.0484,1.0533,1.0585,1.064,1.07,1.0763,1.083,1.09,1.0976,1.1057,1.1142,1.1235,1.133,1.1436,1.1543,1.1664,1.1787,1.1919,1.2065,1.2212,1.2374,1.2552,1.2732,1.2918,1.3143,1.3371,1.3604,1.3841,1.4144,1.4453,1.4769,1.5093,1.5426,1.587,1.6327,1.6796,1.7279,1.7776,1.8306,1.9024,1.9771,2.0546,2.1353,2.219,2.3061,2.4077,2.5267,2.6516,2.7864,2.94,3.1115,3.3004,3.5111,3.7473,4.0121,4.3112,4.6507,5.0402,5.4949,6.044,6.7636,8.0209
1,1.001,1.0021,1.0034,1.0049,1.0065,1.0083,1.0103,1.0124,1.0147,1.0173,1.02,1.0229,1.0261,1.0294,1.033,1.0369,1.041,1.0454,1.0501,1.0551,1.0604,1.0661,1.0721,1.0786,1.0854,1.0926,1.1004,1.1086,1.1172,1.1267,1.1364,1.1472,1.1581,1.1704,1.183,1.1964,1.2112,1.2262,1.2427,1.2608,1.2792,1.2982,1.321,1.3443,1.368,1.3921,1.423,1.4545,1.4868,1.5197,1.5538,1.599,1.6456,1.6936,1.7429,1.7937,1.8479,1.9214,1.9978,2.0773,2.1599,2.2459,2.3352,2.4396,2.5619,2.6904,2.8292,2.9875,3.1645,3.3596,3.5776,3.8222,4.097,4.4077,4.761,5.1671,5.642,6.2169,6.9722,8.2963
